LACodeId,LACodeDetail
10156,E01025513
10157,E01033013
10158,E01027070
10159,E01030250
10160,E01024326
10161,S01007237
10162,W01001215
10163,S01006919
10164,E01003989
10165,E01016528
10166,E01019621
10167,E01011089
10168,E01008418
10169,E01015017
10170,E01027873
10171,E01016850
10172,E01006957
10173,E01010648
10174,E01031727
10175,95AA07W1
10176,E01021841
10177,E01003636
10178,E01010502
10179,E01023343
10180,S01006873
10181,E01018688
10182,E01019512
10183,E01025810
10184,W01001413
10185,E01015442
10186,E01029554
10187,W01001796
10188,E01021598
10189,E01020624
10190,E01005587
10191,E01011127
10192,E01017082
10193,E01006514
10194,E01014554
10195,E01023560
10196,E01009146
10197,S01009704
10198,E01002246
10199,W01001669
10200,E01014169
10201,E01012982
10202,E01024285
10203,E01007648
10204,E01002281
10205,E01018886
10206,S01013425
10207,E01028583
10208,W01001326
10209,W01000509
10210,E01021721
10211,E01031677
10212,E01025215
10213,E01028693
10214,E01019146
10215,E01022628
10216,E01023334
10217,S01007466
10218,E01006905
10219,S01007733
10220,E01024627
10221,E01003383
10222,S01009827
10223,E01028422
10224,E01009685
10225,E01015668
10226,E01015755
10227,E01010636
10228,E01025035
10229,E01030337
10230,S01011032
10231,E01002580
10232,E01022898
10233,E01001506
10234,E01023325
10235,E01000423
10236,E01028833
10237,E01018384
10238,E01024438
10239,E01025021
10240,E01019385
10241,E01013379
10242,E01017466
10243,S01009491
10244,E01014268
10245,E01021196
10246,S01011015
10247,E01012791
10248,S01010820
10249,E01001815
10250,S01011365
10251,E01011663
10252,E01014661
10253,E01028744
10254,E01026023
10255,E01030968
10256,95OO18W1
10257,E01015798
10258,W01001114
10259,E01027210
10260,E01024578
10261,E01033682
10262,E01027449
10263,S01009866
10264,S01012349
10265,E01019321
10266,E01018717
10267,S01008290
10268,S01006610
10269,E01010550
10270,E01013426
10271,E01019127
10272,E01030938
10273,E01008899
10274,E01014740
10275,E01026811
10276,E01019545
10277,S01010611
10278,E01012748
10279,E01008151
10280,E01018483
10281,S01008612
10282,E01029097
10283,E01020218
10284,E01005029
10285,W01000301
10286,E01003132
10287,E01021456
10288,E01000077
10289,E01023771
10290,E01031926
10291,95TT10W1
10292,E01032439
10293,E01018010
10294,E01008609
10295,E01028147
10296,E01008233
10297,E01009439
10298,E01018211
10299,E01012499
10300,95GG40S1
10301,E01024477
10302,E01002931
10303,E01024897
10304,E01018109
10305,E01031489
10306,E01008311
10307,E01005942
10308,E01023433
10309,E01023321
10310,E01019960
10311,E01019801
10312,S01012981
10313,S01011120
10314,E01023406
10315,E01007585
10316,E01016029
10317,E01021094
10318,E01022219
10319,E01033592
10320,E01020739
10321,S01006737
10322,S01008753
10323,E01025126
10324,E01009879
10325,E01006962
10326,E01024735
10327,S01007346
10328,E01006657
10329,S01012618
10330,E01004559
10331,E01018339
10332,E01009577
10333,E01028358
10334,E01020540
10335,E01003799
10336,E01020874
10337,E01030161
10338,S01011569
10339,E01031781
10340,E01019917
10341,E01022324
10342,95BB09S2
10343,S01007090
10344,E01026060
10345,E01010024
10346,E01013251
10347,E01018278
10348,E01013445
10349,S01013260
10350,E01033663
10351,E01008087
10352,S01012493
10353,E01033407
10354,S01009510
10355,E01025358
10356,E01001026
10357,S01010323
10358,E01003179
10359,S01009644
10360,E01019472
10361,S01009411
10362,E01026182
10363,E01025929
10364,E01014083
10365,E01024358
10366,E01015184
10367,E01003367
10368,E01014183
10369,E01010697
10370,E01001807
10371,E01007201
10372,W01001135
10373,S01011056
10374,E01001001
10375,S01007511
10376,E01028817
10377,E01015929
10378,W01001400
10379,E01026542
10380,W01000688
10381,E01018051
10382,S01009568
10383,E01026865
10384,E01031447
10385,E01031672
10386,E01009335
10387,E01033139
10388,W01000687
10389,E01029745
10390,E01026231
10391,E01012822
10392,E01020633
10393,E01006190
10394,E01021948
10395,E01022463
10396,S01012474
10397,E01002566
10398,E01018913
10399,E01013614
10400,E01033072
10401,E01015970
10402,W01000931
10403,95TT09S1
10404,E01008814
10405,E01001986
10406,E01027199
10407,E01021267
10408,E01002893
10409,E01017769
10410,E01025648
10411,E01018192
10412,95SS07S3
10413,E01004980
10414,E01007306
10415,E01030363
10416,S01009334
10417,E01028815
10418,E01026723
10419,E01000548
10420,S01011746
10421,95GG06S2
10422,E01024325
10423,E01007681
10424,E01023385
10425,E01010786
10426,E01024204
10427,S01011756
10428,E01006703
10429,S01008300
10430,E01027315
10431,E01031905
10432,E01017514
10433,S01009752
10434,E01027948
10435,E01030338
10436,E01030551
10437,S01013125
10438,E01007189
10439,E01000580
10440,E01004473
10441,E01002529
10442,S01012843
10443,E01017775
10444,W01001648
10445,E01029239
10446,S01013019
10447,E01016543
10448,E01030285
10449,S01010941
10450,E01031906
10451,E01019515
10452,E01024793
10453,S01009826
10454,S01009840
10455,S01011112
10456,E01018730
10457,E01017430
10458,E01014480
10459,E01000887
10460,E01019745
10461,E01020372
10462,E01007219
10463,E01000319
10464,E01030154
10465,E01028599
10466,E01020111
10467,E01031649
10468,S01007039
10469,E01022203
10470,E01027168
10471,E01022773
10472,S01008091
10473,95GG22S3
10474,E01017512
10475,E01028271
10476,S01009342
10477,S01013176
10478,S01008045
10479,E01026912
10480,E01010132
10481,E01014729
10482,E01007846
10483,E01030980
10484,S01008504
10485,W01001805
10486,S01009372
10487,E01002984
10488,W01000667
10489,E01026406
10490,E01004761
10491,E01001729
10492,S01009478
10493,E01015482
10494,E01007505
10495,E01025200
10496,E01020163
10497,E01014197
10498,S01011508
10499,W01001598
10500,E01028949
10501,E01025686
10502,S01012394
10503,
10504,E01011139
10505,E01020549
10506,95JJ11S1
10507,S01008580
10508,W01001390
10509,S01012033
10510,E01012226
10511,E01002240
10512,E01009929
10513,E01023167
10514,E01009054
10515,E01019946
10516,E01033395
10517,E01033064
10518,E01022080
10519,E01017224
10520,E01032881
10521,E01029197
10522,W01001379
10523,E01032053
10524,E01027325
10525,E01023914
10526,W01001603
10527,S01012892
10528,S01012579
10529,E01027739
10530,E01012785
10531,E01016216
10532,E01019168
10533,E01016014
10534,E01003115
10535,S01012690
10536,W01001632
10537,S01006966
10538,E01027013
10539,E01030828
10540,E01027590
10541,E01026615
10542,S01011893
10543,E01020694
10544,E01022988
10545,E01032634
10546,E01016403
10547,E01015418
10548,E01018361
10549,E01020560
10550,S01008079
10551,E01021355
10552,E01010726
10553,E01031941
10554,S01006627
10555,S01011075
10556,E01004783
10557,E01023056
10558,95GG12S5
10559,E01003998
10560,E01032000
10561,E01004363
10562,S01008830
10563,E01011153
10564,E01029187
10565,E01020944
10566,E01003533
10567,W01000884
10568,E01016187
10569,E01030284
10570,S01010881
10571,E01003366
10572,E01032180
10573,E01025825
10574,E01001293
10575,E01018938
10576,E01012994
10577,S01010526
10578,95SS04S1
10579,E01011621
10580,E01025206
10581,S01009658
10582,E01028742
10583,E01031369
10584,E01000005
10585,S01008022
10586,E01000895
10587,E01029015
10588,S01010975
10589,E01013704
10590,E01019094
10591,E01000206
10592,E01008588
10593,E01002707
10594,E01017440
10595,E01007881
10596,E01028149
10597,E01012482
10598,E01016379
10599,E01015219
10600,S01012481
10601,E01005768
10602,E01004046
10603,E01003583
10604,E01024811
10605,E01010036
10606,E01016816
10607,E01017479
10608,E01010424
10609,S01010179
10610,E01025501
10611,E01025166
10612,E01001350
10613,W01001883
10614,W01000658
10615,E01016620
10616,S01006758
10617,E01006042
10618,S01006669
10619,E01013226
10620,E01027228
10621,E01007550
10622,E01001030
10623,E01031460
10624,E01020714
10625,E01020256
10626,E01015580
10627,E01002906
10628,E01023965
10629,E01017262
10630,W01000292
10631,E01024669
10632,E01001872
10633,E01024137
10634,E01019244
10635,E01029947
10636,95WW15S1
10637,E01032849
10638,E01022492
10639,E01009800
10640,W01001144
10641,E01013502
10642,E01021491
10643,E01012898
10644,E01030249
10645,E01002844
10646,S01008828
10647,E01026886
10648,E01012127
10649,E01028700
10650,E01032206
10651,E01021482
10652,95MM21S2
10653,E01012727
10654,E01013961
10655,S01007482
10656,E01008349
10657,E01026320
10658,E01031974
10659,E01014290
10660,E01006101
10661,S01009516
10662,95SS10S1
10663,E01005355
10664,E01027246
10665,95WW19S3
10666,E01011990
10667,E01024678
10668,E01022081
10669,S01013431
10670,S01008647
10671,E01003455
10672,E01023055
10673,E01007111
10674,E01032031
10675,E01013796
10676,E01013871
10677,S01012173
10678,E01009101
10679,95MM19S1
10680,95GG10S2
10681,E01012758
10682,E01014817
10683,S01006931
10684,E01005795
10685,E01014351
10686,E01003392
10687,95LL08S2
10688,E01030386
10689,E01031609
10690,S01007214
10691,E01008543
10692,E01026308
10693,E01029657
10694,E01014849
10695,S01008151
10696,E01011382
10697,E01000732
10698,E01020820
10699,E01026097
10700,E01025281
10701,S01008751
10702,E01024253
10703,S01011792
10704,E01018818
10705,E01028515
10706,E01030562
10707,E01001152
10708,E01000780
10709,S01008517
10710,E01006484
10711,E01031193
10712,E01017696
10713,E01026575
10714,E01010809
10715,W01001672
10716,E01033056
10717,S01007312
10718,S01008147
10719,E01019349
10720,E01024459
10721,E01003622
10722,E01019497
10723,E01004725
10724,E01024009
10725,E01030365
10726,E01002764
10727,E01024293
10728,E01006693
10729,E01007022
10730,E01032286
10731,E01004580
10732,E01006238
10733,S01010259
10734,W01001314
10735,E01004300
10736,E01028326
10737,S01011941
10738,E01000642
10739,E01017105
10740,E01028647
10741,E01015131
10742,E01010191
10743,W01000308
10744,E01005503
10745,E01011037
10746,E01012997
10747,E01012809
10748,E01026489
10749,W01000942
10750,E01031465
10751,S01008231
10752,E01015246
10753,E01019258
10754,E01008531
10755,E01001893
10756,S01010984
10757,W01001470
10758,S01007738
10759,E01009261
10760,E01007077
10761,E01022547
10762,W01000664
10763,E01000820
10764,S01009662
10765,E01016083
10766,S01012038
10767,E01010374
10768,E01019969
10769,E01005711
10770,S01011369
10771,S01008434
10772,E01003648
10773,E01003927
10774,E01016499
10775,S01007760
10776,E01025800
10777,E01018116
10778,E01015588
10779,E01012569
10780,E01006846
10781,E01026806
10782,E01007101
10783,E01024559
10784,S01007276
10785,E01011041
10786,E01011339
10787,E01001146
10788,E01004436
10789,E01005045
10790,E01000089
10791,E01006054
10792,E01002146
10793,S01010836
10794,W01000960
10795,E01006457
10796,E01008624
10797,E01029888
10798,E01026215
10799,95MM08S1
10800,E01030341
10801,E01025669
10802,E01005158
10803,E01000374
10804,E01023598
10805,E01008510
10806,E01008617
10807,E01033273
10808,E01006802
10809,S01009943
10810,E01020658
10811,E01013169
10812,E01000768
10813,E01004867
10814,E01000812
10815,S01010377
10816,E01009324
10817,S01008550
10818,E01007549
10819,E01032689
10820,E01012578
10821,E01020920
10822,E01030656
10823,S01012670
10824,E01026869
10825,E01020152
10826,E01021991
10827,S01012287
10828,S01006572
10829,E01032774
10830,E01008793
10831,S01010445
10832,E01024576
10833,E01026930
10834,E01023822
10835,E01012724
10836,E01008722
10837,S01011748
10838,E01017753
10839,E01008286
10840,E01004285
10841,E01015242
10842,S01009433
10843,E01027178
10844,E01023573
10845,S01012816
10846,S01011035
10847,E01015850
10848,W01000130
10849,S01011364
10850,E01023121
10851,E01009308
10852,E01002015
10853,S01008722
10854,E01020141
10855,E01025958
10856,E01026585
10857,S01011631
10858,E01014356
10859,95BB01S2
10860,E01007472
10861,E01020079
10862,S01012783
10863,E01012818
10864,E01000973
10865,S01012538
10866,E01011292
10867,E01007105
10868,E01014794
10869,S01013318
10870,W01001518
10871,E01001105
10872,S01009684
10873,E01015405
10874,E01000284
10875,S01007636
10876,E01029468
10877,E01000569
10878,E01033212
10879,E01031207
10880,E01020204
10881,W01000406
10882,E01025092
10883,E01006388
10884,E01004838
10885,S01011171
10886,E01026250
10887,E01017245
10888,E01027866
10889,E01013079
10890,E01028228
10891,E01006785
10892,E01031495
10893,E01020426
10894,E01022107
10895,E01016267
10896,S01008239
10897,E01027702
10898,E01000120
10899,S01007162
10900,S01009558
10901,S01006647
10902,E01003955
10903,E01033062
10904,S01008905
10905,S01013003
10906,S01009713
10907,E01006609
10908,E01012174
10909,E01026576
10910,S01006648
10911,E01026592
10912,E01001101
10913,E01022520
10914,S01010838
10915,E01020625
10916,E01020583
10917,S01009506
10918,E01015042
10919,E01027787
10920,S01006593
10921,E01019989
10922,E01019365
10923,E01015592
10924,E01018622
10925,E01005308
10926,E01008966
10927,S01008082
10928,E01026198
10929,E01008051
10930,E01011208
10931,E01032550
10932,W01000056
10933,E01017531
10934,E01017481
10935,E01014804
10936,S01013022
10937,E01028480
10938,E01018410
10939,S01008888
10940,E01002022
10941,E01008978
10942,E01024564
10943,W01000936
10944,E01017594
10945,E01016699
10946,E01024467
10947,S01007477
10948,E01006132
10949,E01022914
10950,E01023683
10951,E01023023
10952,E01018040
10953,E01022035
10954,S01010399
10955,E01027657
10956,E01024663
10957,E01027630
10958,E01026367
10959,E01004344
10960,W01000390
10961,E01014081
10962,E01007862
10963,E01007993
10964,E01033095
10965,E01004854
10966,E01027583
10967,S01013323
10968,S01010039
10969,E01006647
10970,E01010702
10971,E01021713
10972,E01022405
10973,E01009114
10974,E01001115
10975,E01027424
10976,E01027335
10977,E01023950
10978,E01028611
10979,E01020890
10980,E01021377
10981,E01026021
10982,W01000321
10983,E01007756
10984,E01025361
10985,S01007454
10986,E01033378
10987,E01024570
10988,E01033591
10989,S01011768
10990,E01009092
10991,E01001847
10992,E01003845
10993,E01006320
10994,E01027599
10995,S01010989
10996,S01009958
10997,E01010954
10998,E01022783
10999,95TT13S2
11000,E01007583
11001,E01018580
11002,E01014636
11003,95FF10W1
11004,S01007309
11005,E01024924
11006,E01022876
11007,E01026919
11008,E01029572
11009,E01010605
11010,E01027504
11011,E01026248
11012,E01022379
11013,E01008240
11014,W01001623
11015,E01015383
11016,E01000740
11017,W01001497
11018,E01016215
11019,E01019302
11020,E01018439
11021,E01007470
11022,S01011170
11023,E01016787
11024,E01029599
11025,E01021000
11026,W01001660
11027,W01000570
11028,E01011341
11029,S01007505
11030,E01016242
11031,E01024635
11032,S01009404
11033,E01028563
11034,E01014190
11035,E01002820
11036,E01014133
11037,W01000288
11038,E01028073
11039,E01007333
11040,E01024777
11041,E01033509
11042,E01025831
11043,E01020925
11044,W01001788
11045,S01011691
11046,S01006643
11047,E01000766
11048,E01013273
11049,E01030165
11050,E01002025
11051,E01023847
11052,E01028554
11053,W01001147
11054,E01033427
11055,W01000897
11056,S01009301
11057,E01016507
11058,E01004605
11059,E01030981
11060,S01011164
11061,E01005375
11062,E01018603
11063,E01031025
11064,E01022569
11065,E01003048
11066,E01010571
11067,E01001617
11068,E01009309
11069,E01025498
11070,S01010352
11071,E01007169
11072,E01005170
11073,E01027295
11074,E01013033
11075,E01030561
11076,E01014519
11077,E01027343
11078,E01019961
11079,S01011220
11080,E01004998
11081,E01028512
11082,E01008033
11083,E01023564
11084,E01006389
11085,E01018381
11086,W01001902
11087,E01013621
11088,E01020221
11089,E01022700
11090,E01010665
11091,E01004922
11092,E01005255
11093,E01025276
11094,E01025344
11095,S01009035
11096,E01028820
11097,E01027272
11098,W01000876
11099,E01029291
11100,E01032194
11101,95DD19S2
11102,E01027041
11103,E01026834
11104,E01007952
11105,E01001931
11106,E01010394
11107,W01001212
11108,E01013512
11109,E01023038
11110,E01013829
11111,W01000511
11112,E01021814
11113,E01017550
11114,E01008526
11115,E01007882
11116,E01031962
11117,S01008914
11118,E01016841
11119,S01008827
11120,S01011495
11121,E01002359
11122,E01003095
11123,W01001277
11124,E01013461
11125,S01009268
11126,S01012436
11127,E01001387
11128,E01009319
11129,E01011457
11130,E01024223
11131,E01026938
11132,E01004002
11133,E01010510
11134,E01019880
11135,E01025687
11136,E01016738
11137,S01012093
11138,E01009893
11139,S01008506
11140,E01011297
11141,E01001306
11142,E01030542
11143,E01026545
11144,E01031916
11145,E01029790
11146,W01001125
11147,S01012702
11148,E01013450
11149,S01006650
11150,E01010512
11151,E01017336
11152,S01010299
11153,E01029095
11154,E01000185
11155,E01004029
11156,E01024952
11157,E01021117
11158,E01018985
11159,S01013143
11160,W01000535
11161,E01023044
11162,E01030808
11163,E01003748
11164,E01012181
11165,S01011064
11166,S01007645
11167,E01026132
11168,95SS08S1
11169,E01023232
11170,95GG21S3
11171,E01001734
11172,E01030685
11173,W01000641
11174,E01011247
11175,E01024911
11176,E01026667
11177,W01001218
11178,E01030016
11179,E01018628
11180,E01016575
11181,E01032173
11182,E01014988
11183,E01007467
11184,E01012016
11185,E01022026
11186,E01021680
11187,S01012369
11188,E01002726
11189,E01031073
11190,S01007536
11191,E01018460
11192,S01009976
11193,S01011382
11194,E01008288
11195,E01016405
11196,E01012077
11197,E01009648
11198,E01001014
11199,E01015571
11200,S01006903
11201,E01001351
11202,E01010795
11203,S01009923
11204,S01007968
11205,E01013422
11206,E01001845
11207,E01013510
11208,S01013268
11209,E01030778
11210,W01001462
11211,E01018609
11212,E01014866
11213,E01019165
11214,E01026654
11215,E01011874
11216,W01001029
11217,E01030686
11218,E01016971
11219,S01008545
11220,E01030865
11221,95XX05W1
11222,S01008767
11223,S01011100
11224,E01000918
11225,E01014401
11226,E01021263
11227,E01014431
11228,E01014919
11229,E01020551
11230,E01008801
11231,S01006770
11232,S01012927
11233,E01016812
11234,E01014250
11235,E01003595
11236,E01024139
11237,E01023397
11238,S01008994
11239,E01011546
11240,E01022872
11241,E01010845
11242,E01026993
11243,E01018197
11244,E01010841
11245,E01020555
11246,S01010088
11247,E01015744
11248,W01001173
11249,E01032174
11250,E01011658
11251,E01005159
11252,E01007263
11253,W01000391
11254,W01000956
11255,E01024457
11256,E01020616
11257,E01025655
11258,E01021861
11259,E01024100
11260,S01008533
11261,S01010837
11262,E01017020
11263,W01000540
11264,E01008989
11265,E01015295
11266,S01009747
11267,S01007031
11268,S01006908
11269,E01012338
11270,S01008624
11271,E01017138
11272,E01010334
11273,E01024665
11274,W01000591
11275,E01021425
11276,E01000243
11277,E01020305
11278,E01020939
11279,E01000570
11280,E01010785
11281,E01024434
11282,E01021332
11283,E01002669
11284,E01032326
11285,E01016893
11286,E01000984
11287,S01009183
11288,E01005527
11289,E01031492
11290,E01031656
11291,W01001718
11292,E01012335
11293,E01025823
11294,E01020485
11295,S01012612
11296,E01027468
11297,E01027792
11298,E01030362
11299,E01011473
11300,E01032372
11301,S01006883
11302,E01024658
11303,W01000040
11304,E01003230
11305,E01004496
11306,E01001423
11307,E01018700
11308,E01026447
11309,S01006750
11310,E01009797
11311,E01006542
11312,S01008668
11313,E01027995
11314,E01005955
11315,E01014344
11316,W01001123
11317,E01007502
11318,E01006056
11319,E01015106
11320,E01006639
11321,E01019058
11322,E01001599
11323,E01005422
11324,E01011739
11325,E01021227
11326,E01010485
11327,E01018370
11328,E01004065
11329,E01018578
11330,E01007735
11331,E01030710
11332,E01001082
11333,E01018488
11334,E01005481
11335,E01007712
11336,E01005040
11337,E01008017
11338,E01006891
11339,E01007265
11340,E01012343
11341,E01033614
11342,E01025356
11343,E01006624
11344,E01002556
11345,E01023324
11346,E01026946
11347,E01014851
11348,E01004170
11349,E01029213
11350,E01016162
11351,E01016364
11352,E01021130
11353,E01013846
11354,E01021990
11355,S01012453
11356,S01008590
11357,95II06S1
11358,E01030915
11359,E01025169
11360,E01005412
11361,S01006803
11362,E01030615
11363,E01031215
11364,E01024572
11365,E01030852
11366,S01008344
11367,S01011521
11368,E01026925
11369,E01028441
11370,E01013396
11371,E01033215
11372,E01015324
11373,E01025202
11374,E01021574
11375,E01010039
11376,E01019113
11377,E01009192
11378,E01014558
11379,E01020553
11380,E01005223
11381,S01007029
11382,E01016037
11383,E01012639
11384,E01012192
11385,E01024247
11386,E01009594
11387,E01023187
11388,E01006341
11389,E01025543
11390,E01005613
11391,E01027550
11392,E01006324
11393,S01012244
11394,E01004648
11395,E01019492
11396,E01031262
11397,E01013163
11398,S01013412
11399,E01005929
11400,E01025970
11401,E01001751
11402,W01001403
11403,E01009590
11404,E01004728
11405,S01007468
11406,S01010467
11407,S01011927
11408,E01031625
11409,S01013262
11410,E01030368
11411,E01029406
11412,E01000250
11413,E01022191
11414,E01002058
11415,E01006448
11416,E01014869
11417,E01024054
11418,E01002071
11419,E01010926
11420,S01007683
11421,E01001500
11422,E01001511
11423,E01008381
11424,E01008354
11425,E01030413
11426,E01018642
11427,95DD23W1
11428,E01033376
11429,E01000359
11430,S01009337
11431,E01004668
11432,E01021691
11433,E01020732
11434,S01013153
11435,E01022364
11436,S01010041
11437,E01015737
11438,S01011465
11439,E01016602
11440,E01003185
11441,E01023450
11442,E01015765
11443,E01021722
11444,S01008723
11445,E01019010
11446,E01010073
11447,S01009896
11448,E01000163
11449,E01005927
11450,E01017173
11451,E01029486
11452,E01033643
11453,E01030150
11454,E01028128
11455,E01009435
11456,E01003624
11457,S01012638
11458,E01010303
11459,E01012634
11460,E01026310
11461,W01000923
11462,E01023929
11463,E01013551
11464,S01009870
11465,E01003772
11466,E01010488
11467,S01008267
11468,E01012879
11469,E01014137
11470,E01013357
11471,E01015534
11472,S01012479
11473,E01012240
11474,E01023875
11475,E01030499
11476,E01027520
11477,E01003811
11478,E01022621
11479,E01011715
11480,E01031587
11481,E01031697
11482,E01011397
11483,E01016529
11484,E01015080
11485,E01007929
11486,E01029895
11487,E01015661
11488,E01022521
11489,S01011067
11490,E01021878
11491,S01007754
11492,S01012729
11493,E01033180
11494,E01017074
11495,W01000705
11496,S01012483
11497,E01028208
11498,W01001520
11499,E01002435
11500,E01005427
11501,E01016249
11502,E01009580
11503,S01011989
11504,E01013312
11505,E01018926
11506,E01010037
11507,E01015613
11508,E01007697
11509,E01015811
11510,W01001804
11511,S01008858
11512,E01000974
11513,E01010240
11514,S01010211
11515,S01011666
11516,S01010888
11517,E01023969
11518,E01015416
11519,E01007757
11520,E01006080
11521,E01014616
11522,E01012305
11523,E01015542
11524,E01025525
11525,E01031244
11526,E01020672
11527,E01027085
11528,E01033027
11529,E01017459
11530,E01029106
11531,E01026500
11532,E01031996
11533,S01010849
11534,E01029003
11535,S01011551
11536,S01009625
11537,E01033200
11538,S01008308
11539,E01019114
11540,E01025511
11541,S01009557
11542,E01015949
11543,E01025279
11544,E01022990
11545,E01012585
11546,S01011624
11547,E01031411
11548,S01007302
11549,E01003224
11550,E01017978
11551,S01012259
11552,E01005162
11553,S01012012
11554,E01023412
11555,E01032776
11556,S01013303
11557,E01001900
11558,W01001289
11559,E01002408
11560,E01023293
11561,E01022433
11562,S01011133
11563,E01030696
11564,E01026488
11565,E01003527
11566,E01011781
11567,E01017604
11568,E01005372
11569,E01015163
11570,E01029328
11571,E01011854
11572,E01023614
11573,E01021326
11574,E01013401
11575,E01032831
11576,E01011488
11577,S01011001
11578,E01025943
11579,E01012489
11580,E01020491
11581,E01033680
11582,W01001427
11583,S01010176
11584,E01003079
11585,95II21W1
11586,E01005521
11587,E01003261
11588,E01007380
11589,E01016066
11590,E01000945
11591,S01008431
11592,E01022450
11593,E01030965
11594,E01022053
11595,E01028496
11596,E01029268
11597,E01016962
11598,E01010299
11599,E01021374
11600,E01016837
11601,E01013845
11602,S01009503
11603,E01028024
11604,E01013737
11605,E01006973
11606,E01003576
11607,E01030712
11608,E01025792
11609,S01008886
11610,W01001560
11611,E01019674
11612,E01006079
11613,W01000449
11614,E01012688
11615,E01027701
11616,S01011123
11617,E01030409
11618,E01032877
11619,E01016637
11620,E01008943
11621,S01007392
11622,E01011203
11623,S01009864
11624,E01001688
11625,E01030540
11626,E01010620
11627,E01027373
11628,E01022814
11629,E01010295
11630,E01013528
11631,S01010615
11632,E01028712
11633,95YY18W1
11634,S01013385
11635,E01020271
11636,E01012707
11637,E01018105
11638,S01007442
11639,S01007944
11640,W01000480
11641,E01007372
11642,E01015271
11643,S01011658
11644,E01015045
11645,E01005618
11646,E01032837
11647,W01000681
11648,E01014897
11649,E01020520
11650,E01023445
11651,E01025858
11652,E01005463
11653,E01005901
11654,E01014283
11655,E01033404
11656,E01019026
11657,E01026388
11658,E01017962
11659,E01013305
11660,E01014398
11661,E01029916
11662,E01016685
11663,S01011507
11664,E01003142
11665,E01023327
11666,E01010185
11667,S01007023
11668,S01008160
11669,E01026922
11670,E01004864
11671,E01032927
11672,E01022952
11673,W01001042
11674,S01007330
11675,E01031469
11676,E01004412
11677,E01017310
11678,E01015549
11679,E01019324
11680,E01017444
11681,E01021795
11682,E01031097
11683,E01017465
11684,E01003888
11685,S01008959
11686,E01024353
11687,E01008557
11688,E01032974
11689,E01021324
11690,E01005985
11691,E01001881
11692,E01014195
11693,E01023552
11694,E01024884
11695,S01009766
11696,E01005450
11697,E01031558
11698,E01032266
11699,E01020566
11700,E01022102
11701,E01001171
11702,E01027698
11703,E01009658
11704,E01003133
11705,E01003812
11706,95GG46S1
11707,E01009702
11708,S01011996
11709,E01015360
11710,E01004766
11711,E01013223
11712,E01029812
11713,E01028488
11714,E01018649
11715,S01011237
11716,E01026138
11717,E01002897
11718,E01000030
11719,E01030933
11720,E01023467
11721,E01011430
11722,E01002047
11723,S01010515
11724,E01018639
11725,E01025991
11726,E01014898
11727,W01001880
11728,E01025631
11729,E01017109
11730,E01009020
11731,S01011473
11732,E01007676
11733,W01001238
11734,E01000330
11735,E01022369
11736,W01001256
11737,E01024376
11738,E01014816
11739,E01032838
11740,S01008636
11741,E01026951
11742,S01011354
11743,E01016334
11744,E01011846
11745,E01013437
11746,S01010190
11747,W01000889
11748,E01023716
11749,S01006518
11750,E01021068
11751,S01007896
11752,S01012062
11753,E01001296
11754,E01011828
11755,E01011179
11756,W01000998
11757,E01000372
11758,E01030186
11759,E01000987
11760,E01008485
11761,E01004107
11762,E01003639
11763,E01032636
11764,S01008247
11765,S01008938
11766,E01016428
11767,E01012279
11768,E01013378
11769,E01022248
11770,E01002618
11771,E01033571
11772,E01004531
11773,S01007762
11774,E01027304
11775,E01020146
11776,E01024523
11777,E01025293
11778,E01007842
11779,E01029609
11780,E01027893
11781,E01000307
11782,E01024264
11783,E01024751
11784,E01013626
11785,E01033041
11786,E01012147
11787,E01018467
11788,S01013418
11789,E01008301
11790,E01028455
11791,E01033024
11792,E01011857
11793,E01015332
11794,E01000892
11795,E01032527
11796,E01001996
11797,E01016622
11798,E01007411
11799,E01023632
11800,E01005930
11801,E01026051
11802,E01013811
11803,E01027201
11804,E01007983
11805,E01027804
11806,S01009137
11807,E01014035
11808,E01005271
11809,E01004680
11810,E01019474
11811,S01012849
11812,E01032067
11813,E01001876
11814,E01024883
11815,E01020103
11816,E01011700
11817,E01029435
11818,E01004365
11819,E01006035
11820,E01016859
11821,E01014605
11822,E01018353
11823,E01032514
11824,E01007641
11825,E01014974
11826,S01011390
11827,S01011677
11828,E01019949
11829,E01030151
11830,E01003175
11831,W01001779
11832,E01009560
11833,W01001575
11834,E01018583
11835,E01024876
11836,W01001778
11837,S01008804
11838,E01005452
11839,E01013205
11840,E01005398
11841,E01004219
11842,E01025948
11843,S01009002
11844,W01000157
11845,E01025725
11846,E01023865
11847,E01018491
11848,S01010764
11849,E01019167
11850,E01011272
11851,S01007298
11852,E01004395
11853,E01015530
11854,E01002942
11855,W01001066
11856,E01028311
11857,E01015858
11858,E01012431
11859,E01004994
11860,E01026850
11861,S01010214
11862,E01000450
11863,E01001472
11864,E01030321
11865,S01007634
11866,95QQ06W1
11867,E01016210
11868,E01003418
11869,E01010712
11870,S01008781
11871,S01009881
11872,E01017288
11873,E01007172
11874,E01006524
11875,E01030287
11876,E01009500
11877,E01024172
11878,W01001010
11879,S01013106
11880,E01006146
11881,E01021193
11882,E01009379
11883,E01033103
11884,E01028643
11885,E01008282
11886,E01007419
11887,E01023729
11888,E01005082
11889,95GG08S3
11890,E01013978
11891,W01000934
11892,E01030030
11893,E01004165
11894,E01004006
11895,E01009625
